Call Id,Date,Agent,Department,Answered (Y/N),Resolved,Speed of Answer,AvgTalkDuration,Satisfaction rating,Column1
ID0883,16/01/2016 13:35,Dan,Air Conditioner,N,N,,,,#ERROR!
ID0884,16/01/2016 13:35,Stewart,Toaster,N,N,,,,#ERROR!
ID0881,16/01/2016 13:03,Martha,Air Conditioner,N,N,,,,#ERROR!
ID0882,16/01/2016 13:03,Jim,Television,Y,Y,58,0:02:18,5,#ERROR!
ID0879,16/01/2016 12:56,Becky,Television,Y,Y,92,0:01:19,2,#ERROR!
ID0880,16/01/2016 12:56,Stewart,Fridge,Y,N,24,0:05:48,3,#ERROR!
ID0877,16/01/2016 12:44,Joe,Fridge,Y,N,121,0:03:49,3,#ERROR!
ID0878,16/01/2016 12:44,Dan,Toaster,Y,Y,55,0:05:07,3,#ERROR!
ID0875,16/01/2016 12:28,Becky,Toaster,Y,Y,19,0:01:23,3,#ERROR!
ID0876,16/01/2016 12:28,Diane,Washing Machine,Y,N,107,0:03:36,4,#ERROR!
ID0873,16/01/2016 12:14,Becky,Television,N,N,,,,#ERROR!
ID0874,16/01/2016 12:14,Greg,Air Conditioner,Y,Y,50,0:06:29,3,#ERROR!
ID0871,16/01/2016 11:08,Jim,Air Conditioner,Y,Y,83,0:00:52,3,#ERROR!
ID0872,16/01/2016 11:08,Greg,Fridge,N,N,,,,#ERROR!
ID0869,16/01/2016 10:52,Diane,Washing Machine,Y,Y,23,0:01:01,4,#ERROR!
ID0870,16/01/2016 10:52,Dan,Toaster,Y,Y,115,0:00:36,3,#ERROR!
ID0867,16/01/2016 10:30,Diane,Air Conditioner,Y,Y,15,0:01:09,2,#ERROR!
ID0868,16/01/2016 10:30,Becky,Air Conditioner,Y,Y,111,0:06:45,5,#ERROR!
ID0865,16/01/2016 10:20,Dan,Air Conditioner,N,N,,,,#ERROR!
ID0866,16/01/2016 10:20,Martha,Fridge,Y,Y,85,0:05:21,4,#ERROR!
ID0863,16/01/2016 9:00,Becky,Air Conditioner,Y,N,19,0:00:36,5,#ERROR!
ID0864,16/01/2016 9:00,Dan,Television,Y,Y,107,0:05:11,1,#ERROR!
ID0861,15/01/2016 18:00,Stewart,Fridge,Y,Y,42,0:06:13,3,#ERROR!
ID0862,15/01/2016 18:00,Becky,Television,Y,Y,63,0:05:25,1,#ERROR!
ID0859,15/01/2016 17:41,Becky,Television,Y,Y,24,0:05:30,5,#ERROR!
ID0860,15/01/2016 17:41,Becky,Television,Y,Y,71,0:02:39,3,#ERROR!
ID0857,15/01/2016 17:38,Joe,Washing Machine,Y,Y,13,0:04:50,3,#ERROR!
ID0858,15/01/2016 17:38,Becky,Toaster,N,N,,,,#ERROR!
ID0855,15/01/2016 17:21,Dan,Television,Y,Y,76,0:06:35,3,#ERROR!
ID0856,15/01/2016 17:21,Greg,Fridge,Y,Y,49,0:01:59,5,#ERROR!
ID0853,15/01/2016 16:43,Jim,Washing Machine,Y,Y,92,0:04:43,5,#ERROR!
ID0854,15/01/2016 16:43,Diane,Television,Y,Y,54,0:05:39,5,#ERROR!
ID0851,15/01/2016 16:40,Becky,Fridge,Y,Y,42,0:02:48,3,#ERROR!
ID0852,15/01/2016 16:40,Jim,Washing Machine,Y,Y,86,0:06:03,3,#ERROR!
ID0849,15/01/2016 16:37,Becky,Washing Machine,Y,Y,45,0:06:53,3,#ERROR!
ID0850,15/01/2016 16:37,Greg,Fridge,Y,N,50,0:01:01,3,#ERROR!
ID0847,15/01/2016 16:06,Joe,Toaster,Y,N,10,0:01:18,5,#ERROR!
ID0848,15/01/2016 16:06,Stewart,Air Conditioner,Y,Y,117,0:00:41,4,#ERROR!
ID0845,15/01/2016 15:46,Diane,Air Conditioner,Y,Y,21,0:05:57,5,#ERROR!
ID0846,15/01/2016 15:46,Stewart,Washing Machine,Y,Y,102,0:02:46,5,#ERROR!
ID0843,15/01/2016 15:30,Greg,Washing Machine,N,N,,,,#ERROR!
ID0844,15/01/2016 15:30,Diane,Television,Y,Y,79,0:06:12,3,#ERROR!
ID0841,15/01/2016 15:21,Diane,Air Conditioner,Y,N,60,0:03:28,4,#ERROR!
ID0842,15/01/2016 15:21,Greg,Toaster,Y,Y,93,0:02:25,2,#ERROR!
ID0839,15/01/2016 15:01,Jim,Washing Machine,Y,Y,21,0:01:32,5,#ERROR!
ID0840,15/01/2016 15:01,Diane,Toaster,N,N,,,,#ERROR!
ID0837,15/01/2016 14:13,Diane,Fridge,Y,Y,42,0:04:19,2,#ERROR!
ID0838,15/01/2016 14:13,Greg,Toaster,Y,Y,110,0:04:32,3,#ERROR!
ID0835,15/01/2016 14:08,Diane,Television,Y,Y,92,0:03:59,4,#ERROR!
ID0836,15/01/2016 14:08,Jim,Fridge,Y,Y,59,0:02:09,1,#ERROR!
ID0833,15/01/2016 13:53,Jim,Television,Y,Y,10,0:05:27,4,#ERROR!
ID0834,15/01/2016 13:53,Becky,Toaster,Y,Y,77,0:03:00,1,#ERROR!
ID0831,15/01/2016 13:46,Dan,Air Conditioner,N,N,,,,#ERROR!
ID0832,15/01/2016 13:46,Joe,Television,Y,Y,58,0:04:19,4,#ERROR!
ID0829,15/01/2016 11:45,Dan,Air Conditioner,Y,Y,111,0:00:40,4,#ERROR!
ID0830,15/01/2016 11:45,Martha,Fridge,Y,Y,70,0:05:13,4,#ERROR!
ID0827,15/01/2016 11:38,Becky,Fridge,Y,N,82,0:02:40,4,#ERROR!
ID0828,15/01/2016 11:38,Diane,Television,Y,Y,91,0:03:47,3,#ERROR!
ID0825,15/01/2016 11:31,Stewart,Toaster,Y,Y,113,0:02:01,4,#ERROR!
ID0826,15/01/2016 11:31,Stewart,Fridge,Y,Y,21,0:03:26,4,#ERROR!
ID0823,15/01/2016 10:56,Diane,Television,Y,Y,29,0:03:00,4,#ERROR!
ID0824,15/01/2016 10:56,Martha,Fridge,Y,Y,83,0:06:53,4,#ERROR!
ID0821,15/01/2016 9:50,Stewart,Air Conditioner,Y,Y,33,0:05:52,3,#ERROR!
ID0822,15/01/2016 9:50,Stewart,Fridge,Y,Y,93,0:01:56,3,#ERROR!
ID0817,15/01/2016 9:40,Jim,Washing Machine,Y,Y,76,0:01:47,3,#ERROR!
ID0818,15/01/2016 9:40,Greg,Washing Machine,Y,Y,80,0:04:02,4,#ERROR!
ID0819,15/01/2016 9:40,Greg,Fridge,Y,N,20,0:05:37,4,#ERROR!
ID0820,15/01/2016 9:40,Becky,Fridge,Y,Y,82,0:06:22,3,#ERROR!
ID0813,14/01/2016 17:32,Dan,Washing Machine,Y,Y,76,0:02:07,2,#ERROR!
ID0814,14/01/2016 17:32,Joe,Washing Machine,Y,Y,78,0:01:33,2,#ERROR!
ID0815,14/01/2016 17:32,Becky,Television,Y,Y,17,0:02:33,1,#ERROR!
ID0816,14/01/2016 17:32,Diane,Television,Y,Y,60,0:04:13,4,#ERROR!
ID0811,14/01/2016 17:22,Stewart,Air Conditioner,Y,Y,123,0:04:35,1,#ERROR!
ID0812,14/01/2016 17:22,Greg,Washing Machine,N,N,,,,#ERROR!
ID0809,14/01/2016 17:19,Greg,Washing Machine,Y,Y,100,0:05:59,4,#ERROR!
ID0810,14/01/2016 17:19,Jim,Air Conditioner,Y,Y,108,0:06:24,4,#ERROR!
ID0807,14/01/2016 16:39,Becky,Air Conditioner,N,N,,,,#ERROR!
ID0808,14/01/2016 16:39,Greg,Television,Y,Y,19,0:06:32,3,#ERROR!
ID0805,14/01/2016 16:27,Diane,Washing Machine,Y,Y,21,0:01:40,4,#ERROR!
ID0806,14/01/2016 16:27,Dan,Television,Y,Y,66,0:05:43,2,#ERROR!
ID0803,14/01/2016 15:54,Stewart,Television,N,N,,,,#ERROR!
ID0804,14/01/2016 15:54,Joe,Air Conditioner,N,N,,,,#ERROR!
ID0801,14/01/2016 15:51,Diane,Television,N,N,,,,#ERROR!
ID0802,14/01/2016 15:51,Martha,Fridge,N,N,,,,#ERROR!
ID0799,14/01/2016 15:20,Becky,Television,Y,Y,107,0:01:39,4,#ERROR!
ID0800,14/01/2016 15:20,Martha,Fridge,N,N,,,,#ERROR!
ID0797,14/01/2016 14:57,Dan,Toaster,Y,Y,124,0:06:33,3,#ERROR!
ID0798,14/01/2016 14:57,Becky,Air Conditioner,Y,Y,28,0:04:12,3,#ERROR!
ID0795,14/01/2016 14:38,Joe,Air Conditioner,Y,Y,10,0:06:57,4,#ERROR!
ID0796,14/01/2016 14:38,Jim,Toaster,Y,Y,76,0:04:47,5,#ERROR!
ID0793,14/01/2016 14:09,Martha,Fridge,Y,Y,32,0:04:12,2,#ERROR!
ID0794,14/01/2016 14:09,Dan,Washing Machine,Y,Y,68,0:05:15,3,#ERROR!
ID0791,14/01/2016 13:35,Dan,Fridge,Y,Y,109,0:00:38,4,#ERROR!
ID0792,14/01/2016 13:35,Martha,Air Conditioner,N,N,,,,#ERROR!
ID0789,14/01/2016 13:30,Martha,Air Conditioner,Y,Y,18,0:01:50,3,#ERROR!
ID0790,14/01/2016 13:30,Diane,Washing Machine,Y,Y,86,0:04:33,5,#ERROR!
ID0787,14/01/2016 13:01,Dan,Air Conditioner,Y,Y,101,0:06:10,3,#ERROR!
ID0788,14/01/2016 13:01,Joe,Washing Machine,Y,Y,72,0:05:58,3,#ERROR!
ID0785,14/01/2016 12:43,Joe,Television,Y,Y,81,0:01:55,3,#ERROR!
ID0786,14/01/2016 12:43,Martha,Washing Machine,Y,N,49,0:06:21,5,#ERROR!
ID0783,14/01/2016 12:33,Jim,Toaster,Y,Y,43,0:03:54,4,#ERROR!
ID0784,14/01/2016 12:33,Becky,Toaster,Y,Y,68,0:01:49,4,#ERROR!
ID0781,14/01/2016 12:11,Joe,Air Conditioner,Y,Y,100,0:05:24,2,#ERROR!
ID0782,14/01/2016 12:11,Diane,Fridge,Y,Y,12,0:06:19,4,#ERROR!
ID0779,14/01/2016 12:05,Greg,Air Conditioner,N,N,,,,#ERROR!
ID0780,14/01/2016 12:05,Greg,Television,Y,Y,35,0:04:24,5,#ERROR!
ID0777,14/01/2016 12:01,Jim,Air Conditioner,Y,Y,26,0:06:41,1,#ERROR!
ID0778,14/01/2016 12:01,Joe,Toaster,Y,Y,107,0:06:22,3,#ERROR!
ID0775,14/01/2016 11:35,Stewart,Toaster,Y,Y,17,0:04:13,4,#ERROR!
ID0776,14/01/2016 11:35,Joe,Air Conditioner,Y,Y,102,0:02:58,4,#ERROR!
ID0773,14/01/2016 11:32,Martha,Air Conditioner,Y,Y,85,0:02:04,4,#ERROR!
ID0774,14/01/2016 11:32,Joe,Television,Y,Y,18,0:04:38,5,#ERROR!
ID0771,14/01/2016 11:19,Becky,Washing Machine,Y,Y,41,0:04:03,2,#ERROR!
ID0772,14/01/2016 11:19,Greg,Washing Machine,Y,Y,53,0:04:38,2,#ERROR!
ID0769,14/01/2016 10:53,Martha,Toaster,Y,Y,124,0:05:04,4,#ERROR!
ID0770,14/01/2016 10:53,Jim,Television,Y,Y,116,0:06:48,2,#ERROR!
ID0767,14/01/2016 10:01,Stewart,Air Conditioner,Y,Y,31,0:00:56,4,#ERROR!
ID0768,14/01/2016 10:01,Dan,Television,N,N,,,,#ERROR!
ID0765,14/01/2016 9:24,Greg,Fridge,Y,Y,86,0:03:20,2,#ERROR!
ID0766,14/01/2016 9:24,Jim,Toaster,Y,Y,51,0:02:08,4,#ERROR!
ID0763,14/01/2016 9:17,Jim,Air Conditioner,N,N,,,,#ERROR!
ID0764,14/01/2016 9:17,Dan,Air Conditioner,Y,Y,25,0:04:33,4,#ERROR!
ID0761,14/01/2016 9:14,Joe,Air Conditioner,Y,Y,114,0:00:37,4,#ERROR!
ID0762,14/01/2016 9:14,Jim,Toaster,Y,Y,53,0:04:21,5,#ERROR!
ID0759,14/01/2016 9:02,Martha,Air Conditioner,Y,Y,57,0:04:48,4,#ERROR!
ID0760,14/01/2016 9:02,Stewart,Television,Y,Y,14,0:01:11,5,#ERROR!
ID0757,13/01/2016 17:58,Diane,Air Conditioner,Y,Y,123,0:04:28,3,#ERROR!
ID0758,13/01/2016 17:58,Becky,Washing Machine,Y,Y,82,0:02:30,5,#ERROR!
ID0755,13/01/2016 15:40,Greg,Fridge,Y,Y,98,0:05:08,5,#ERROR!
ID0756,13/01/2016 15:40,Diane,Washing Machine,Y,Y,28,0:01:03,2,#ERROR!
ID0753,13/01/2016 15:34,Stewart,Air Conditioner,N,N,,,,#ERROR!
ID0754,13/01/2016 15:34,Dan,Air Conditioner,Y,Y,23,0:04:13,5,#ERROR!
ID0751,13/01/2016 15:27,Stewart,Washing Machine,Y,Y,12,0:02:11,2,#ERROR!
ID0752,13/01/2016 15:27,Martha,Fridge,Y,Y,90,0:06:32,4,#ERROR!
ID0749,13/01/2016 15:14,Diane,Air Conditioner,Y,Y,53,0:03:36,3,#ERROR!
ID0750,13/01/2016 15:14,Becky,Television,Y,Y,73,0:01:34,3,#ERROR!
ID0747,13/01/2016 14:48,Dan,Fridge,Y,Y,89,0:03:12,3,#ERROR!
ID0748,13/01/2016 14:48,Becky,Toaster,Y,Y,84,0:03:12,5,#ERROR!
ID0745,13/01/2016 14:26,Martha,Fridge,Y,N,112,0:00:40,3,#ERROR!
ID0746,13/01/2016 14:26,Jim,Air Conditioner,Y,Y,61,0:04:23,3,#ERROR!
ID0743,13/01/2016 14:02,Joe,Toaster,Y,Y,69,0:03:48,5,#ERROR!
ID0744,13/01/2016 14:02,Dan,Fridge,Y,Y,58,0:06:32,4,#ERROR!
ID0741,13/01/2016 12:40,Jim,Washing Machine,Y,Y,96,0:01:07,5,#ERROR!
ID0742,13/01/2016 12:40,Becky,Television,N,N,,,,#ERROR!
ID0739,13/01/2016 12:37,Diane,Toaster,Y,Y,77,0:02:04,3,#ERROR!
ID0740,13/01/2016 12:37,Dan,Television,Y,Y,33,0:06:21,3,#ERROR!
ID0737,13/01/2016 12:31,Martha,Washing Machine,Y,Y,33,0:00:52,3,#ERROR!
ID0738,13/01/2016 12:31,Joe,Toaster,Y,Y,124,0:00:54,4,#ERROR!
ID0735,13/01/2016 11:54,Greg,Fridge,N,N,,,,#ERROR!
ID0736,13/01/2016 11:54,Joe,Television,Y,Y,70,0:05:39,1,#ERROR!
ID0733,13/01/2016 11:45,Stewart,Washing Machine,Y,N,79,0:04:58,3,#ERROR!
ID0734,13/01/2016 11:45,Becky,Toaster,Y,Y,70,0:01:31,3,#ERROR!
ID0731,13/01/2016 11:09,Martha,Television,N,N,,,,#ERROR!
ID0732,13/01/2016 11:09,Jim,Air Conditioner,Y,Y,104,0:03:24,5,#ERROR!
ID0729,13/01/2016 11:06,Diane,Toaster,N,N,,,,#ERROR!
ID0730,13/01/2016 11:06,Becky,Television,Y,Y,110,0:04:43,4,#ERROR!
ID0727,13/01/2016 10:37,Dan,Television,Y,Y,88,0:04:10,4,#ERROR!
ID0728,13/01/2016 10:37,Dan,Fridge,Y,Y,97,0:00:52,3,#ERROR!
ID0725,13/01/2016 9:56,Jim,Washing Machine,Y,Y,40,0:03:24,2,#ERROR!
ID0726,13/01/2016 9:56,Joe,Television,Y,N,50,0:01:53,5,#ERROR!
ID0723,13/01/2016 9:46,Stewart,Washing Machine,Y,N,37,0:02:42,5,#ERROR!
ID0724,13/01/2016 9:46,Diane,Washing Machine,Y,Y,112,0:06:57,2,#ERROR!
ID0721,13/01/2016 9:44,Becky,Air Conditioner,N,N,,,,#ERROR!
ID0722,13/01/2016 9:44,Becky,Fridge,Y,Y,62,0:02:25,3,#ERROR!
ID0719,13/01/2016 9:21,Joe,Fridge,Y,Y,21,0:06:25,5,#ERROR!
ID0720,13/01/2016 9:21,Jim,Air Conditioner,Y,Y,122,0:04:48,4,#ERROR!
ID0717,12/01/2016 18:00,Jim,Television,Y,Y,71,0:02:00,3,#ERROR!
ID0718,12/01/2016 18:00,Greg,Television,N,N,,,,#ERROR!
ID0715,12/01/2016 17:06,Jim,Fridge,Y,Y,79,0:04:21,4,#ERROR!
ID0716,12/01/2016 17:06,Becky,Washing Machine,Y,Y,44,0:06:56,1,#ERROR!
ID0713,12/01/2016 16:52,Dan,Toaster,Y,Y,42,0:00:55,1,#ERROR!
ID0714,12/01/2016 16:52,Joe,Fridge,Y,Y,30,0:03:55,4,#ERROR!
ID0711,12/01/2016 16:50,Dan,Air Conditioner,Y,N,40,0:04:33,3,#ERROR!
ID0712,12/01/2016 16:50,Stewart,Toaster,Y,Y,119,0:02:35,4,#ERROR!
ID0709,12/01/2016 16:49,Joe,Washing Machine,Y,Y,124,0:05:26,4,#ERROR!
ID0710,12/01/2016 16:49,Martha,Toaster,Y,Y,68,0:04:37,3,#ERROR!
ID0707,12/01/2016 16:46,Jim,Toaster,Y,Y,55,0:05:08,4,#ERROR!
ID0708,12/01/2016 16:46,Stewart,Fridge,N,N,,,,#ERROR!
ID0705,12/01/2016 16:45,Joe,Air Conditioner,Y,Y,111,0:02:36,3,#ERROR!
ID0706,12/01/2016 16:45,Becky,Air Conditioner,N,N,,,,#ERROR!
ID0703,12/01/2016 16:12,Diane,Fridge,Y,Y,91,0:01:40,3,#ERROR!
ID0704,12/01/2016 16:12,Dan,Television,Y,N,104,0:01:44,3,#ERROR!
ID0701,12/01/2016 15:51,Dan,Washing Machine,Y,Y,52,0:02:56,5,#ERROR!
ID0702,12/01/2016 15:51,Dan,Washing Machine,Y,Y,77,0:00:51,3,#ERROR!
ID0699,12/01/2016 15:47,Martha,Air Conditioner,Y,Y,54,0:02:54,3,#ERROR!
ID0700,12/01/2016 15:47,Diane,Television,Y,Y,24,0:06:25,4,#ERROR!
ID0697,12/01/2016 15:23,Martha,Toaster,Y,Y,96,0:03:47,5,#ERROR!
ID0698,12/01/2016 15:23,Greg,Television,Y,N,116,0:04:15,5,#ERROR!
ID0695,12/01/2016 15:08,Jim,Washing Machine,Y,N,100,0:00:57,4,#ERROR!
ID0696,12/01/2016 15:08,Greg,Television,Y,Y,107,0:06:28,4,#ERROR!
ID0693,12/01/2016 14:51,Greg,Fridge,Y,Y,79,0:00:48,4,#ERROR!
ID0694,12/01/2016 14:51,Jim,Toaster,Y,N,42,0:03:28,3,#ERROR!
ID0691,12/01/2016 14:12,Joe,Air Conditioner,Y,Y,105,0:03:01,2,#ERROR!
ID0692,12/01/2016 14:12,Diane,Air Conditioner,N,N,,,,#ERROR!
ID0689,12/01/2016 13:42,Martha,Air Conditioner,N,N,,,,#ERROR!
ID0690,12/01/2016 13:42,Martha,Fridge,N,N,,,,#ERROR!
ID0687,12/01/2016 13:37,Diane,Toaster,Y,Y,110,0:04:46,3,#ERROR!
ID0688,12/01/2016 13:37,Becky,Washing Machine,Y,Y,43,0:04:50,2,#ERROR!
ID0685,12/01/2016 13:30,Greg,Air Conditioner,Y,Y,57,0:03:32,2,#ERROR!
ID0686,12/01/2016 13:30,Stewart,Washing Machine,Y,Y,86,0:02:34,3,#ERROR!
ID0683,12/01/2016 13:03,Becky,Television,Y,Y,43,0:03:20,4,#ERROR!
ID0684,12/01/2016 13:03,Stewart,Air Conditioner,Y,Y,26,0:06:28,1,#ERROR!
ID0681,12/01/2016 12:04,Joe,Fridge,Y,Y,114,0:05:30,3,#ERROR!
ID0682,12/01/2016 12:04,Greg,Washing Machine,Y,Y,15,0:07:00,2,#ERROR!
ID0679,12/01/2016 11:41,Diane,Washing Machine,N,N,,,,#ERROR!
ID0680,12/01/2016 11:41,Greg,Washing Machine,Y,Y,79,0:03:25,4,#ERROR!
ID0677,12/01/2016 11:06,Jim,Toaster,Y,Y,81,0:05:30,3,#ERROR!
ID0678,12/01/2016 11:06,Stewart,Washing Machine,Y,Y,76,0:02:22,4,#ERROR!
ID0675,12/01/2016 10:49,Dan,Fridge,Y,Y,30,0:02:46,4,#ERROR!
ID0676,12/01/2016 10:49,Stewart,Toaster,N,N,,,,#ERROR!
ID0673,12/01/2016 10:48,Jim,Washing Machine,Y,Y,77,0:04:28,5,#ERROR!
ID0674,12/01/2016 10:48,Jim,Toaster,N,N,,,,#ERROR!
ID0671,12/01/2016 10:39,Diane,Toaster,Y,N,41,0:05:47,5,#ERROR!
ID0672,12/01/2016 10:39,Martha,Washing Machine,Y,Y,87,0:05:40,5,#ERROR!
ID0669,12/01/2016 10:16,Diane,Fridge,N,N,,,,#ERROR!
ID0670,12/01/2016 10:16,Jim,Toaster,Y,Y,29,0:06:03,1,#ERROR!
ID0667,12/01/2016 10:12,Becky,Toaster,Y,Y,13,0:02:21,4,#ERROR!
ID0668,12/01/2016 10:12,Martha,Washing Machine,Y,Y,60,0:04:20,4,#ERROR!
ID0665,12/01/2016 9:57,Jim,Toaster,Y,Y,22,0:04:38,3,#ERROR!
ID0666,12/01/2016 9:57,Becky,Washing Machine,Y,Y,119,0:06:51,5,#ERROR!
ID0663,12/01/2016 9:51,Dan,Air Conditioner,Y,Y,94,0:00:56,4,#ERROR!
ID0664,12/01/2016 9:51,Greg,Television,Y,Y,85,0:05:14,5,#ERROR!
ID0661,11/01/2016 17:49,Becky,Washing Machine,Y,Y,45,0:01:20,4,#ERROR!
ID0662,11/01/2016 17:49,Becky,Toaster,Y,Y,40,0:02:01,5,#ERROR!
ID0659,11/01/2016 17:48,Becky,Toaster,Y,Y,121,0:01:21,5,#ERROR!
ID0660,11/01/2016 17:48,Stewart,Fridge,Y,Y,61,0:01:11,3,#ERROR!
ID0655,11/01/2016 17:41,Stewart,Washing Machine,Y,Y,69,0:00:32,4,#ERROR!
ID0656,11/01/2016 17:41,Stewart,Toaster,Y,Y,46,0:00:53,1,#ERROR!
ID0657,11/01/2016 17:41,Martha,Toaster,Y,Y,24,0:06:01,5,#ERROR!
ID0658,11/01/2016 17:41,Stewart,Television,Y,Y,101,0:04:45,2,#ERROR!
ID0653,11/01/2016 17:22,Jim,Fridge,Y,Y,42,0:03:38,2,#ERROR!
ID0654,11/01/2016 17:22,Stewart,Toaster,Y,Y,21,0:04:46,5,#ERROR!
ID0651,11/01/2016 17:06,Jim,Fridge,Y,Y,59,0:04:30,3,#ERROR!
ID0652,11/01/2016 17:06,Greg,Television,Y,Y,44,0:05:02,1,#ERROR!
ID0649,11/01/2016 16:43,Diane,Toaster,N,N,,,,#ERROR!
ID0650,11/01/2016 16:43,Dan,Television,Y,Y,124,0:00:49,5,#ERROR!
ID0647,11/01/2016 16:17,Stewart,Washing Machine,Y,N,58,0:03:14,3,#ERROR!
ID0648,11/01/2016 16:17,Stewart,Air Conditioner,Y,Y,92,0:02:27,2,#ERROR!
ID0645,11/01/2016 15:59,Jim,Air Conditioner,Y,Y,53,0:04:37,1,#ERROR!
ID0646,11/01/2016 15:59,Diane,Television,Y,Y,40,0:02:56,5,#ERROR!
ID0643,11/01/2016 15:37,Jim,Toaster,Y,Y,32,0:03:01,2,#ERROR!
ID0644,11/01/2016 15:37,Joe,Fridge,N,N,,,,#ERROR!
ID0641,11/01/2016 15:12,Greg,Air Conditioner,Y,Y,103,0:06:25,4,#ERROR!
ID0642,11/01/2016 15:12,Becky,Washing Machine,N,N,,,,#ERROR!
ID0639,11/01/2016 14:57,Jim,Air Conditioner,Y,Y,120,0:03:21,2,#ERROR!
ID0640,11/01/2016 14:57,Stewart,Fridge,Y,Y,61,0:04:26,2,#ERROR!
ID0637,11/01/2016 14:32,Martha,Fridge,Y,Y,60,0:00:59,3,#ERROR!
ID0638,11/01/2016 14:32,Diane,Television,N,N,,,,#ERROR!
ID0635,11/01/2016 14:28,Stewart,Television,Y,Y,44,0:00:39,4,#ERROR!
ID0636,11/01/2016 14:28,Martha,Washing Machine,Y,Y,48,0:04:41,3,#ERROR!
ID0633,11/01/2016 14:26,Martha,Air Conditioner,N,N,,,,#ERROR!
ID0634,11/01/2016 14:26,Joe,Washing Machine,N,N,,,,#ERROR!
ID0631,11/01/2016 14:24,Stewart,Television,Y,N,47,0:04:35,1,#ERROR!
ID0632,11/01/2016 14:24,Diane,Fridge,N,N,,,,#ERROR!
ID0629,11/01/2016 14:19,Joe,Fridge,Y,Y,33,0:04:58,3,#ERROR!
ID0630,11/01/2016 14:19,Stewart,Fridge,Y,Y,122,0:01:59,1,#ERROR!
ID0627,11/01/2016 14:13,Martha,Air Conditioner,N,N,,,,#ERROR!
ID0628,11/01/2016 14:13,Becky,Toaster,Y,N,62,0:03:59,4,#ERROR!
ID0625,11/01/2016 14:09,Joe,Fridge,Y,Y,92,0:05:19,3,#ERROR!
ID0626,11/01/2016 14:09,Greg,Air Conditioner,N,N,,,,#ERROR!
ID0623,11/01/2016 13:55,Greg,Television,Y,Y,15,0:06:10,4,#ERROR!
ID0624,11/01/2016 13:55,Diane,Television,Y,Y,76,0:03:55,4,#ERROR!
ID0621,11/01/2016 13:19,Stewart,Television,Y,Y,22,0:05:27,5,#ERROR!
ID0622,11/01/2016 13:19,Greg,Air Conditioner,Y,Y,21,0:01:58,2,#ERROR!
ID0619,11/01/2016 12:57,Dan,Toaster,Y,Y,75,0:04:10,3,#ERROR!
ID0620,11/01/2016 12:57,Stewart,Washing Machine,Y,N,123,0:02:50,3,#ERROR!
ID0615,11/01/2016 12:43,Jim,Washing Machine,Y,Y,15,0:00:45,5,#ERROR!
ID0616,11/01/2016 12:43,Greg,Washing Machine,Y,Y,42,0:06:08,2,#ERROR!
ID0617,11/01/2016 12:43,Jim,Toaster,N,N,,,,#ERROR!
ID0618,11/01/2016 12:43,Martha,Toaster,Y,Y,32,0:05:41,3,#ERROR!
ID0613,11/01/2016 12:24,Stewart,Fridge,Y,Y,82,0:06:51,3,#ERROR!
ID0614,11/01/2016 12:24,Dan,Television,Y,Y,13,0:02:09,5,#ERROR!
ID0611,11/01/2016 12:20,Diane,Toaster,Y,Y,16,0:06:22,4,#ERROR!
ID0612,11/01/2016 12:20,Martha,Washing Machine,Y,Y,64,0:02:40,4,#ERROR!
ID0609,11/01/2016 12:10,Jim,Television,Y,Y,105,0:06:38,1,#ERROR!
ID0610,11/01/2016 12:10,Diane,Toaster,Y,Y,25,0:00:53,3,#ERROR!
ID0607,11/01/2016 11:47,Stewart,Television,Y,Y,116,0:03:56,3,#ERROR!
ID0608,11/01/2016 11:47,Dan,Toaster,Y,Y,20,0:00:33,3,#ERROR!
ID0605,11/01/2016 11:36,Becky,Air Conditioner,Y,Y,34,0:04:31,3,#ERROR!
ID0606,11/01/2016 11:36,Stewart,Toaster,N,N,,,,#ERROR!
ID0603,11/01/2016 11:29,Stewart,Fridge,N,N,,,,#ERROR!
ID0604,11/01/2016 11:29,Becky,Air Conditioner,Y,N,75,0:03:33,4,#ERROR!
ID0601,11/01/2016 11:28,Greg,Washing Machine,Y,Y,79,0:05:24,3,#ERROR!
ID0602,11/01/2016 11:28,Dan,Washing Machine,Y,Y,124,0:03:58,5,#ERROR!
ID0599,11/01/2016 11:05,Martha,Fridge,N,N,,,,#ERROR!
ID0600,11/01/2016 11:05,Becky,Washing Machine,Y,Y,73,0:00:45,3,#ERROR!
ID0597,11/01/2016 10:32,Greg,Washing Machine,Y,Y,84,0:04:45,3,#ERROR!
ID0598,11/01/2016 10:32,Martha,Air Conditioner,Y,Y,50,0:06:06,4,#ERROR!
ID0595,11/01/2016 10:26,Martha,Toaster,Y,Y,77,0:05:37,3,#ERROR!
ID0596,11/01/2016 10:26,Joe,Television,Y,Y,82,0:06:41,3,#ERROR!
ID0593,11/01/2016 10:20,Martha,Television,Y,Y,106,0:03:39,4,#ERROR!
ID0594,11/01/2016 10:20,Diane,Toaster,Y,Y,70,0:01:27,5,#ERROR!
ID0591,11/01/2016 10:13,Diane,Toaster,Y,Y,47,0:02:32,3,#ERROR!
ID0592,11/01/2016 10:13,Dan,Air Conditioner,Y,Y,88,0:04:34,3,#ERROR!
ID0589,11/01/2016 10:04,Diane,Fridge,Y,Y,22,0:05:42,3,#ERROR!
